weighted_orbit_id,physics_orbit_id,frequency_pair_id,frequency_i,frequency_j,mu_id,mu_label,class_1,class_2,quadrature_weight_product,edge_multiplicity
2393,1564,121,9,13,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2394,1565,121,9,13,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2395,1566,121,9,13,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2396,1567,121,9,13,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2397,1568,121,9,13,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2398,1569,121,9,13,6,0,axis,axis,0.0022675736961451243,24
2399,1569,121,9,13,6,0,axis,edge_midpoint,0.0018140589569160999,48
2400,1569,121,9,13,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2401,1569,121,9,13,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2402,1570,121,9,13,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2403,1571,121,9,13,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2404,1572,121,9,13,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2405,1573,121,9,13,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2406,1574,121,9,13,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2407,1575,121,9,13,12,1,axis,axis,0.0022675736961451243,6
2408,1575,121,9,13,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2409,1575,121,9,13,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2410,1576,122,9,14,0,-1,axis,axis,0.0022675736961451243,6
2411,1576,122,9,14,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2412,1576,122,9,14,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2413,1577,122,9,14,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2414,1578,122,9,14,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2415,1579,122,9,14,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2416,1580,122,9,14,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2417,1581,122,9,14,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2418,1582,122,9,14,6,0,axis,axis,0.0022675736961451243,24
2419,1582,122,9,14,6,0,axis,edge_midpoint,0.0018140589569160999,48
2420,1582,122,9,14,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2421,1582,122,9,14,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2422,1583,122,9,14,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2423,1584,122,9,14,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2424,1585,122,9,14,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2425,1586,122,9,14,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2426,1587,122,9,14,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2427,1588,122,9,14,12,1,axis,axis,0.0022675736961451243,6
2428,1588,122,9,14,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2429,1588,122,9,14,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2430,1589,123,9,15,0,-1,axis,axis,0.0022675736961451243,6
2431,1589,123,9,15,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2432,1589,123,9,15,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2433,1590,123,9,15,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2434,1591,123,9,15,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2435,1592,123,9,15,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2436,1593,123,9,15,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2437,1594,123,9,15,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2438,1595,123,9,15,6,0,axis,axis,0.0022675736961451243,24
2439,1595,123,9,15,6,0,axis,edge_midpoint,0.0018140589569160999,48
2440,1595,123,9,15,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2441,1595,123,9,15,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2442,1596,123,9,15,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2443,1597,123,9,15,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2444,1598,123,9,15,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2445,1599,123,9,15,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2446,1600,123,9,15,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2447,1601,123,9,15,12,1,axis,axis,0.0022675736961451243,6
2448,1601,123,9,15,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2449,1601,123,9,15,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2450,1602,124,9,16,0,-1,axis,axis,0.0022675736961451243,6
2451,1602,124,9,16,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2452,1602,124,9,16,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2453,1603,124,9,16,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2454,1604,124,9,16,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2455,1605,124,9,16,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2456,1606,124,9,16,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2457,1607,124,9,16,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2458,1608,124,9,16,6,0,axis,axis,0.0022675736961451243,24
2459,1608,124,9,16,6,0,axis,edge_midpoint,0.0018140589569160999,48
2460,1608,124,9,16,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2461,1608,124,9,16,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2462,1609,124,9,16,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2463,1610,124,9,16,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2464,1611,124,9,16,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2465,1612,124,9,16,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2466,1613,124,9,16,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2467,1614,124,9,16,12,1,axis,axis,0.0022675736961451243,6
2468,1614,124,9,16,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2469,1614,124,9,16,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2470,1615,125,10,10,0,-1,axis,axis,0.0022675736961451243,3
2471,1615,125,10,10,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,6
2472,1615,125,10,10,0,-1,cube_corner,cube_corner,0.0010331632653061223,4
2473,1616,125,10,10,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
2474,1617,125,10,10,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
2475,1618,125,10,10,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,24
2476,1619,125,10,10,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,24
2477,1620,125,10,10,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,12
2478,1621,125,10,10,6,0,axis,axis,0.0022675736961451243,12
2479,1621,125,10,10,6,0,axis,edge_midpoint,0.0018140589569160999,24
2480,1621,125,10,10,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,12
2481,1621,125,10,10,6,0,edge_midpoint,cube_corner,0.0012244897959183673,48
2482,1622,125,10,10,7,1/3,cube_corner,cube_corner,0.0010331632653061223,12
2483,1623,125,10,10,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,24
2484,1624,125,10,10,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,24
2485,1625,125,10,10,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
2486,1626,125,10,10,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
2487,1627,126,10,11,0,-1,axis,axis,0.0022675736961451243,6
2488,1627,126,10,11,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2489,1627,126,10,11,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2490,1628,126,10,11,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2491,1629,126,10,11,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2492,1630,126,10,11,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2493,1631,126,10,11,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2494,1632,126,10,11,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2495,1633,126,10,11,6,0,axis,axis,0.0022675736961451243,24
2496,1633,126,10,11,6,0,axis,edge_midpoint,0.0018140589569160999,48
2497,1633,126,10,11,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2498,1633,126,10,11,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2499,1634,126,10,11,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2500,1635,126,10,11,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2501,1636,126,10,11,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2502,1637,126,10,11,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2503,1638,126,10,11,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2504,1639,126,10,11,12,1,axis,axis,0.0022675736961451243,6
2505,1639,126,10,11,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2506,1639,126,10,11,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2507,1640,127,10,12,0,-1,axis,axis,0.0022675736961451243,6
2508,1640,127,10,12,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2509,1640,127,10,12,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2510,1641,127,10,12,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2511,1642,127,10,12,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2512,1643,127,10,12,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2513,1644,127,10,12,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2514,1645,127,10,12,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2515,1646,127,10,12,6,0,axis,axis,0.0022675736961451243,24
2516,1646,127,10,12,6,0,axis,edge_midpoint,0.0018140589569160999,48
2517,1646,127,10,12,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2518,1646,127,10,12,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2519,1647,127,10,12,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2520,1648,127,10,12,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2521,1649,127,10,12,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2522,1650,127,10,12,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2523,1651,127,10,12,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2524,1652,127,10,12,12,1,axis,axis,0.0022675736961451243,6
2525,1652,127,10,12,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2526,1652,127,10,12,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2527,1653,128,10,13,0,-1,axis,axis,0.0022675736961451243,6
2528,1653,128,10,13,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2529,1653,128,10,13,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2530,1654,128,10,13,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2531,1655,128,10,13,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2532,1656,128,10,13,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2533,1657,128,10,13,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2534,1658,128,10,13,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2535,1659,128,10,13,6,0,axis,axis,0.0022675736961451243,24
2536,1659,128,10,13,6,0,axis,edge_midpoint,0.0018140589569160999,48
2537,1659,128,10,13,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2538,1659,128,10,13,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2539,1660,128,10,13,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2540,1661,128,10,13,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2541,1662,128,10,13,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2542,1663,128,10,13,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2543,1664,128,10,13,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2544,1665,128,10,13,12,1,axis,axis,0.0022675736961451243,6
2545,1665,128,10,13,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2546,1665,128,10,13,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2547,1666,129,10,14,0,-1,axis,axis,0.0022675736961451243,6
2548,1666,129,10,14,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2549,1666,129,10,14,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2550,1667,129,10,14,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2551,1668,129,10,14,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2552,1669,129,10,14,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2553,1670,129,10,14,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2554,1671,129,10,14,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2555,1672,129,10,14,6,0,axis,axis,0.0022675736961451243,24
2556,1672,129,10,14,6,0,axis,edge_midpoint,0.0018140589569160999,48
2557,1672,129,10,14,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2558,1672,129,10,14,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2559,1673,129,10,14,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2560,1674,129,10,14,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2561,1675,129,10,14,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2562,1676,129,10,14,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2563,1677,129,10,14,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2564,1678,129,10,14,12,1,axis,axis,0.0022675736961451243,6
2565,1678,129,10,14,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2566,1678,129,10,14,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2567,1679,130,10,15,0,-1,axis,axis,0.0022675736961451243,6
2568,1679,130,10,15,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2569,1679,130,10,15,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2570,1680,130,10,15,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2571,1681,130,10,15,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2572,1682,130,10,15,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2573,1683,130,10,15,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2574,1684,130,10,15,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2575,1685,130,10,15,6,0,axis,axis,0.0022675736961451243,24
2576,1685,130,10,15,6,0,axis,edge_midpoint,0.0018140589569160999,48
2577,1685,130,10,15,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2578,1685,130,10,15,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2579,1686,130,10,15,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2580,1687,130,10,15,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2581,1688,130,10,15,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2582,1689,130,10,15,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2583,1690,130,10,15,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2584,1691,130,10,15,12,1,axis,axis,0.0022675736961451243,6
2585,1691,130,10,15,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2586,1691,130,10,15,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2587,1692,131,10,16,0,-1,axis,axis,0.0022675736961451243,6
2588,1692,131,10,16,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2589,1692,131,10,16,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2590,1693,131,10,16,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2591,1694,131,10,16,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2592,1695,131,10,16,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2593,1696,131,10,16,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2594,1697,131,10,16,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2595,1698,131,10,16,6,0,axis,axis,0.0022675736961451243,24
2596,1698,131,10,16,6,0,axis,edge_midpoint,0.0018140589569160999,48
2597,1698,131,10,16,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2598,1698,131,10,16,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2599,1699,131,10,16,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2600,1700,131,10,16,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2601,1701,131,10,16,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2602,1702,131,10,16,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2603,1703,131,10,16,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2604,1704,131,10,16,12,1,axis,axis,0.0022675736961451243,6
2605,1704,131,10,16,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2606,1704,131,10,16,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2607,1705,132,11,11,0,-1,axis,axis,0.0022675736961451243,3
2608,1705,132,11,11,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,6
2609,1705,132,11,11,0,-1,cube_corner,cube_corner,0.0010331632653061223,4
2610,1706,132,11,11,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
2611,1707,132,11,11,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
2612,1708,132,11,11,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,24
2613,1709,132,11,11,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,24
2614,1710,132,11,11,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,12
2615,1711,132,11,11,6,0,axis,axis,0.0022675736961451243,12
2616,1711,132,11,11,6,0,axis,edge_midpoint,0.0018140589569160999,24
2617,1711,132,11,11,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,12
2618,1711,132,11,11,6,0,edge_midpoint,cube_corner,0.0012244897959183673,48
2619,1712,132,11,11,7,1/3,cube_corner,cube_corner,0.0010331632653061223,12
2620,1713,132,11,11,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,24
2621,1714,132,11,11,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,24
2622,1715,132,11,11,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
2623,1716,132,11,11,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
2624,1717,133,11,12,0,-1,axis,axis,0.0022675736961451243,6
2625,1717,133,11,12,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2626,1717,133,11,12,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2627,1718,133,11,12,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2628,1719,133,11,12,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2629,1720,133,11,12,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2630,1721,133,11,12,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2631,1722,133,11,12,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2632,1723,133,11,12,6,0,axis,axis,0.0022675736961451243,24
2633,1723,133,11,12,6,0,axis,edge_midpoint,0.0018140589569160999,48
2634,1723,133,11,12,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2635,1723,133,11,12,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2636,1724,133,11,12,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2637,1725,133,11,12,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2638,1726,133,11,12,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2639,1727,133,11,12,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2640,1728,133,11,12,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2641,1729,133,11,12,12,1,axis,axis,0.0022675736961451243,6
2642,1729,133,11,12,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2643,1729,133,11,12,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2644,1730,134,11,13,0,-1,axis,axis,0.0022675736961451243,6
2645,1730,134,11,13,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2646,1730,134,11,13,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2647,1731,134,11,13,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2648,1732,134,11,13,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2649,1733,134,11,13,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2650,1734,134,11,13,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2651,1735,134,11,13,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2652,1736,134,11,13,6,0,axis,axis,0.0022675736961451243,24
2653,1736,134,11,13,6,0,axis,edge_midpoint,0.0018140589569160999,48
2654,1736,134,11,13,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2655,1736,134,11,13,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2656,1737,134,11,13,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2657,1738,134,11,13,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2658,1739,134,11,13,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2659,1740,134,11,13,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2660,1741,134,11,13,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2661,1742,134,11,13,12,1,axis,axis,0.0022675736961451243,6
2662,1742,134,11,13,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2663,1742,134,11,13,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2664,1743,135,11,14,0,-1,axis,axis,0.0022675736961451243,6
2665,1743,135,11,14,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2666,1743,135,11,14,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2667,1744,135,11,14,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2668,1745,135,11,14,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2669,1746,135,11,14,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2670,1747,135,11,14,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2671,1748,135,11,14,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2672,1749,135,11,14,6,0,axis,axis,0.0022675736961451243,24
2673,1749,135,11,14,6,0,axis,edge_midpoint,0.0018140589569160999,48
2674,1749,135,11,14,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2675,1749,135,11,14,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2676,1750,135,11,14,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2677,1751,135,11,14,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2678,1752,135,11,14,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2679,1753,135,11,14,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2680,1754,135,11,14,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2681,1755,135,11,14,12,1,axis,axis,0.0022675736961451243,6
2682,1755,135,11,14,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2683,1755,135,11,14,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2684,1756,136,11,15,0,-1,axis,axis,0.0022675736961451243,6
2685,1756,136,11,15,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2686,1756,136,11,15,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2687,1757,136,11,15,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2688,1758,136,11,15,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2689,1759,136,11,15,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2690,1760,136,11,15,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2691,1761,136,11,15,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2692,1762,136,11,15,6,0,axis,axis,0.0022675736961451243,24
2693,1762,136,11,15,6,0,axis,edge_midpoint,0.0018140589569160999,48
2694,1762,136,11,15,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2695,1762,136,11,15,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2696,1763,136,11,15,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2697,1764,136,11,15,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2698,1765,136,11,15,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2699,1766,136,11,15,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2700,1767,136,11,15,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2701,1768,136,11,15,12,1,axis,axis,0.0022675736961451243,6
2702,1768,136,11,15,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2703,1768,136,11,15,12,1,cube_corner,cube_corner,0.0010331632653061223,8
2704,1769,137,11,16,0,-1,axis,axis,0.0022675736961451243,6
2705,1769,137,11,16,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
2706,1769,137,11,16,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
2707,1770,137,11,16,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
2708,1771,137,11,16,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
2709,1772,137,11,16,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
2710,1773,137,11,16,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2711,1774,137,11,16,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
2712,1775,137,11,16,6,0,axis,axis,0.0022675736961451243,24
2713,1775,137,11,16,6,0,axis,edge_midpoint,0.0018140589569160999,48
2714,1775,137,11,16,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
2715,1775,137,11,16,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
2716,1776,137,11,16,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
2717,1777,137,11,16,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
2718,1778,137,11,16,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
